gene,logL_H0_run1,logL_H0_run2,logL_H0_run3,best_logL_H0,best_run_H0,logL_H1_run1,logL_H1_run2,logL_H1_run3,best_logL_H1,best_run_H1,foreground_w_H1_run1,foreground_w_H1_run2,foreground_w_H1_run3,best_foreground_w_H1,LRT,p_value
chr13_g10112.t1.Gain.Vert.Bar,-4311.421606,-4311.426969,-4311.421606,-4311.421606,1,-4311.415454,-4311.415453,-4311.415453,-4311.415453,2,1.73051,1.73188,1.73185,1.73188,0.012306000000535278,0.9116699432697961
chr13_g10395.t1.Gain.Vert.Bar,-1262.659484,-1262.659484,-1262.659484,-1262.659484,1,-1262.5367,-1262.5367,-1262.5367,-1262.5367,1,2.9296,2.9296,2.92959,2.9296,0.24556799999982104,0.6202132204107145
chr13_g10407.t1.Gain.Vert.Bar,-6250.560741,-6250.560741,-6250.560741,-6250.560741,1,-6245.454282,-6245.454282,-6245.454282,-6245.454282,1,45.71884,45.71866,45.71881,45.71884,10.212918000001082,0.0013946034177027722
chr13_g10781.t1.Gain.Vert.Bar,-590.476781,-590.476781,-590.476781,-590.476781,1,-590.231761,-590.476781,-590.231694,-590.231694,3,1.0,1.0,1.0,1.0,0.49017400000002453,0.4838496973050025
chr13_g10808.t1.Gain.Vert.Bar,-868.571052,-868.571052,-868.571052,-868.571052,1,-865.494752,-865.494752,-865.494752,-865.494752,1,26.68287,26.68287,26.68288,26.68287,6.15260000000012,0.013121905457310365
chr13_g10934.t1.Gain.Vert.Bar,-451.910829,-451.910828,-451.910832,-451.910828,2,-450.893457,-450.893451,-450.893448,-450.893448,3,34.50952,34.50953,34.50953,34.50953,2.0347600000000057,0.15373844960110494
chr13_g12210.t1.Gain.Vert.Bar,-4763.306423,-4763.306425,-4763.306425,-4763.306423,1,-4762.74793,-4762.747931,-4762.747931,-4762.74793,1,5.11628,5.11747,5.11688,5.11628,1.1169859999990877,0.29056837292665794
chr13_g12214.t1.Gain.Vert.Bar,-4002.147514,-4002.147514,-4002.147514,-4002.147514,1,-4000.644925,-4000.644925,-4000.644925,-4000.644925,1,2.78134,2.78126,2.7813,2.78134,3.0051779999994324,0.08299886013535876
chr13_g12220.t1.Gain.Vert.Bar,-2274.643863,-2274.644041,-2274.643863,-2274.643863,1,-2275.36287,-2274.599765,-2274.599765,-2274.599765,2,1.33138,1.3267,1.32668,1.3267,0.08819599999969796,0.7664832185052164
chr13_g12231.t1.Gain.Vert.Bar,-999.2307,-999.2307,-999.2307,-999.2307,1,-995.432592,-995.432592,-995.432592,-995.432592,1,34.64316,34.64314,34.64316,34.64316,7.596215999999913,0.005849093185163408
chr13_g12246.t1.Gain.Vert.Bar,-4023.702083,-4023.702083,-4023.702083,-4023.702083,1,-4022.8433,-4022.8433,-4022.8433,-4022.8433,1,1.73791,1.73791,1.73791,1.73791,1.7175660000002608,0.1900066559081777
chr13_g12409.t1.Gain.Vert.Bar,-2626.552189,-2626.552189,-2626.552189,-2626.552189,1,-2626.196688,-2626.196688,-2626.196688,-2626.196688,1,18.73068,18.73047,18.73057,18.73068,0.7110020000000077,0.3991113727529928
chr13_g12445.t1.Gain.Vert.Bar,-520.835085,-520.835113,-520.835085,-520.835085,1,-520.835085,-520.835085,-520.835085,-520.835085,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g12446.t1.Gain.Vert.Bar,-1675.796781,-1675.796795,-1675.796781,-1675.796781,1,-1675.796955,-1675.797356,-1675.796781,-1675.796781,3,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g12448.t1.Gain.Vert.Bar,-3138.396689,-3138.396689,-3138.396689,-3138.396689,1,-3138.396749,-3138.676382,-3138.676381,-3138.396749,1,1.0,1.0,1.0,1.0,-0.00011999999969702912,1.0
chr13_g12450.t1.Gain.Vert.Bar,-2003.629866,-2003.629866,-2003.630203,-2003.629866,1,-2003.593861,-2003.629866,-2003.629866,-2003.593861,1,1.0,1.0,1.0,1.0,0.0720099999998638,0.7884323928150453
chr13_g12452.t1.Gain.Vert.Bar,-1446.66966,-1446.669851,-1446.66966,-1446.66966,1,-1446.66966,-1446.669663,-1446.669893,-1446.66966,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g12453.t1.Gain.Vert.Bar,-7950.377692,-7950.377432,-7950.377454,-7950.377432,2,-7950.377455,-7950.377454,-7950.377431,-7950.377431,3,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr13_g12456.t1.Gain.Vert.Bar,-3036.003533,-3036.003533,-3036.004071,-3036.003533,1,-3036.003534,-3036.003534,-3036.003534,-3036.003534,1,1.0,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr13_g12457.t1.Gain.Vert.Bar,-2221.532358,-2221.532359,-2221.532358,-2221.532358,1,-2221.532359,-2221.532359,-2221.532358,-2221.532358,3,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g12459.t1.Gain.Vert.Bar,-1082.300185,-1082.300185,-1082.300185,-1082.300185,1,-1082.300185,-1082.300185,-1082.300185,-1082.300185,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g12460.t1.Gain.Vert.Bar,-5048.820518,-5048.820518,-5048.820518,-5048.820518,1,-5046.297558,-5046.297558,-5046.297558,-5046.297558,1,26.53136,26.5312,26.53196,26.53136,5.0459200000004785,0.024683996295237407
chr13_g12463.t1.Gain.Vert.Bar,-2689.354245,-2689.354245,-2689.354245,-2689.354245,1,-2689.354244,-2689.354245,-2689.354246,-2689.354244,1,1.0,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr13_g12646.t1.Gain.Vert.Bar,-1435.687072,-1435.775029,-1435.687129,-1435.687072,1,-1435.607296,-1435.607296,-1435.607296,-1435.607296,1,15.20759,15.20754,15.20723,15.20759,0.15955200000007608,0.689569314707577
chr13_g13123.t1.Gain.Vert.Bar,-3428.287404,-3428.287404,-3428.287404,-3428.287404,1,-3427.057424,-3427.057424,-3427.057424,-3427.057424,1,5.28436,5.2845,5.28451,5.28436,2.4599600000001374,0.11678175600296353
chr13_g14053.t1.Gain.Vert.Bar,-1409.925041,-1409.924978,-1409.924977,-1409.924977,3,-1409.83805,-1409.83805,-1409.83805,-1409.83805,1,4.79108,4.79109,4.791,4.79108,0.17385399999966467,0.6767091055815904
chr13_g14054.t1.Gain.Vert.Bar,-3971.314897,-3971.314997,-3971.314485,-3971.314485,3,-3971.315027,-3971.31489,-3971.314933,-3971.31489,2,1.0,1.0,1.0,1.0,-0.000810000000456057,1.0
chr13_g14059.t1.Gain.Vert.Bar,-2604.466529,-2604.46652,-2604.46652,-2604.46652,2,-2604.46652,-2604.466519,-2604.46652,-2604.466519,2,1.0,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr13_g14070.t1.Gain.Vert.Bar,-1879.123026,-1879.123026,-1879.123026,-1879.123026,1,-1876.092644,-1876.092644,-1876.092644,-1876.092644,1,23.05222,23.05234,23.05238,23.05222,6.0607639999998355,0.01382178764911549
chr13_g14071.t1.Gain.Vert.Bar,-1527.352263,-1527.352263,-1527.352263,-1527.352263,1,-1527.352263,-1527.352263,-1527.352263,-1527.352263,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14076.t1.Gain.Vert.Bar,-2487.081665,-2487.081666,-2487.081665,-2487.081665,1,-2486.657215,-2486.948251,-2486.948251,-2486.657215,1,2.2769,2.27643,2.27645,2.2769,0.8488999999999578,0.3568637087647468
chr13_g14077.t1.Gain.Vert.Bar,-4276.191042,-4276.191076,-4276.191008,-4276.191008,3,-4276.190942,-4276.190931,-4276.19099,-4276.190931,2,1.0,1.0,1.0,1.0,0.0001539999993838137,0.9900987671453652
chr13_g14080.t1.Gain.Vert.Bar,-1569.895216,-1569.895216,-1569.895216,-1569.895216,1,-1569.895216,-1569.895216,-1569.895353,-1569.895216,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14081.t1.Gain.Vert.Bar,-1102.685597,-1102.685496,-1102.685496,-1102.685496,2,-1102.685496,-1102.685496,-1102.68559,-1102.685496,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14082.t1.Gain.Vert.Bar,-2685.988872,-2685.988872,-2685.988872,-2685.988872,1,-2685.988872,-2685.988872,-2685.98888,-2685.988872,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14083.t3.Gain.Vert.Bar,-674.59894,-674.599648,-674.607084,-674.59894,1,-674.598941,-674.598953,-674.598936,-674.598936,3,1.0,1.0,1.0,1.0,7.999999979801942e-06,0.9977432446776654
chr13_g14092.t1.Gain.Vert.Bar,-3491.577756,-3491.577726,-3491.577761,-3491.577726,2,-3491.577747,-3491.577724,-3491.577762,-3491.577724,2,1.01382,1.01411,1.01424,1.01411,3.99999953515362e-06,0.998404232034963
chr13_g14093.t1.Gain.Vert.Bar,-1167.704601,-1167.704601,-1167.704601,-1167.704601,1,-1167.175984,-1167.175984,-1167.175984,-1167.175984,1,8.68993,8.68998,8.68998,8.68993,1.0572339999998803,0.303846894210889
chr13_g14101.t1.Gain.Vert.Bar,-2443.415697,-2443.415697,-2443.415697,-2443.415697,1,-2443.415697,-2443.415697,-2443.415697,-2443.415697,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14102.t1.Gain.Vert.Bar,-1996.090588,-1996.090179,-1996.090497,-1996.090179,2,-1996.090801,-1996.090817,-1996.090651,-1996.090651,3,1.0,1.0,1.0,1.0,-0.0009439999998903659,1.0
chr13_g14104.t1.Gain.Vert.Bar,-3556.621661,-3556.621661,-3556.621661,-3556.621661,1,-3556.10734,-3556.10734,-3556.10734,-3556.10734,1,4.26397,4.26359,4.26365,4.26397,1.028642000000218,0.31047783633907444
chr13_g14105.t1.Gain.Vert.Bar,-1881.779312,-1881.779312,-1881.779312,-1881.779312,1,-1881.779312,-1881.779313,-1881.756765,-1881.756765,3,1.0,1.0,1.0,1.0,0.04509399999960806,0.8318312765225289
chr13_g14109.t1.Gain.Vert.Bar,-1680.358603,-1680.358603,-1680.358603,-1680.358603,1,-1680.358603,-1680.358665,-1680.358603,-1680.358603,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g14111.t1.Gain.Vert.Bar,-1803.996618,-1803.996618,-1803.996618,-1803.996618,1,-1792.078383,-1803.996618,-1792.078383,-1792.078383,1,103.93713,1.0,103.93847,103.93713,23.836469999999736,1.048764491140787e-06
chr13_g14261.t1.Gain.Vert.Bar,-1523.601006,-1523.601006,-1523.601006,-1523.601006,1,-1522.684094,-1522.684094,-1522.684094,-1522.684094,1,5.83221,5.8322,5.83222,5.83221,1.833824000000277,0.1756765406396565
chr13_g14535.t1.Gain.Vert.Bar,-1551.015183,-1551.015183,-1551.015183,-1551.015183,1,-1551.013199,-1551.013199,-1551.013199,-1551.013199,1,1.14621,1.1462,1.14619,1.14621,0.003967999999986205,0.9497728245853763
chr13_g14541.t1.Gain.Vert.Bar,-5348.288419,-5348.288419,-5348.288419,-5348.288419,1,-5345.695438,-5345.695438,-5345.695438,-5345.695438,1,7.07994,7.07989,7.08004,7.07994,5.185962000001382,0.022770063406450557
chr13_g14553.t1.Gain.Vert.Bar,-3049.585059,-3049.585058,-3049.585076,-3049.585058,2,-3049.585347,-3049.585056,-3049.585008,-3049.585008,3,1.0,1.0,1.0,1.0,0.00010000000020227162,0.9920212873626677
chr13_g15075.t1.Gain.Vert.Bar,-935.008064,-935.008064,-935.008064,-935.008064,1,-935.008064,-935.008064,-935.008064,-935.008064,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15076.t1.Gain.Vert.Bar,-1827.421812,-1827.42195,-1827.422,-1827.421812,1,-1827.421812,-1827.421849,-1827.421812,-1827.421812,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15077.t1.Gain.Vert.Bar,-1651.422161,-1651.422161,-1651.422161,-1651.422161,1,-1651.422161,-1651.422161,-1651.422161,-1651.422161,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15083.t1.Gain.Vert.Bar,-2321.344442,-2321.343754,-2321.343754,-2321.343754,2,-2321.343754,-2321.343754,-2319.877833,-2319.877833,3,1.0,1.0,40.59224,40.59224,2.9318419999999605,0.0868483508460246
chr13_g15088.t1.Gain.Vert.Bar,-2370.907876,-2370.907876,-2370.907876,-2370.907876,1,-2370.907876,-2370.907876,-2370.907875,-2370.907875,3,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr13_g15089.t1.Gain.Vert.Bar,-2560.975341,-2560.975341,-2560.975341,-2560.975341,1,-2560.975341,-2560.975341,-2560.975351,-2560.975341,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15100.t1.Gain.Vert.Bar,-2930.182861,-2930.182861,-2930.182861,-2930.182861,1,-2930.120522,-2930.120521,-2930.120522,-2930.120521,2,2.78095,2.78085,2.7809,2.78085,0.12467999999989843,0.7240130588834868
chr13_g15527.t1.Gain.Vert.Bar,-1117.507527,-1117.507527,-1117.507527,-1117.507527,1,-1117.507527,-1117.507527,-1117.50753,-1117.507527,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15528.t1.Gain.Vert.Bar,-3944.866008,-3944.866008,-3944.866008,-3944.866008,1,-3944.866008,-3944.866008,-3944.866008,-3944.866008,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15529.t1.Gain.Vert.Bar,-3027.302124,-3027.302124,-3027.302124,-3027.302124,1,-3027.302124,-3027.30225,-3027.302124,-3027.302124,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15536.t1.Gain.Vert.Bar,-2233.413508,-2233.41351,-2233.413508,-2233.413508,1,-2233.413508,-2233.413508,-2233.413508,-2233.413508,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15548.t1.Gain.Vert.Bar,-2315.488778,-2315.488757,-2315.488694,-2315.488694,3,-2315.488674,-2315.488729,-2315.488721,-2315.488674,1,1.0,1.0,1.0,1.0,3.999999989900971e-05,0.994953768603895
chr13_g15549.t1.Gain.Vert.Bar,-1696.07251,-1696.07251,-1696.07251,-1696.07251,1,-1696.07251,-1696.072577,-1696.07251,-1696.07251,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15551.t1.Gain.Vert.Bar,-1029.899785,-1029.899782,-1029.899782,-1029.899782,2,-1029.899782,-1029.899782,-1029.899782,-1029.899782,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15552.t1.Gain.Vert.Bar,-1640.641086,-1640.641086,-1640.641086,-1640.641086,1,-1640.641086,-1640.641086,-1640.641086,-1640.641086,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15555.t1.Gain.Vert.Bar,-4821.436743,-4821.436743,-4821.436743,-4821.436743,1,-4821.436738,-4821.436743,-4821.436743,-4821.436738,1,1.0,1.0,1.0,1.0,9.999999747378752e-06,0.997476871715064
chr13_g15557.t1.Gain.Vert.Bar,-601.479584,-601.479584,-601.479584,-601.479584,1,-601.479584,-601.479694,-601.479584,-601.479584,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g15558.t1.Gain.Vert.Bar,-1220.39756,-1220.39756,-1220.39756,-1220.39756,1,-1217.827839,-1217.827839,-1217.827839,-1217.827839,1,533.34119,533.22954,533.01692,533.34119,5.139442000000145,0.023388164387279798
chr13_g15561.t1.Gain.Vert.Bar,-1098.734038,-1098.733831,-1098.733831,-1098.733831,2,-1098.733868,-1098.733898,-1098.733836,-1098.733836,3,1.0,1.0,1.0,1.0,-1.0000000202126103e-05,1.0
chr13_g15562.t1.Gain.Vert.Bar,-2345.1155,-2345.1155,-2345.1155,-2345.1155,1,-2345.1155,-2345.1155,-2345.1155,-2345.1155,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g16802.t1.Gain.Vert.Bar,-664.085967,-664.085967,-664.085967,-664.085967,1,-664.085967,-664.085967,-664.086156,-664.085967,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g16812.t1.Gain.Vert.Bar,-5405.38032,-5405.380136,-5405.380136,-5405.380136,2,-5405.380136,-5405.380934,-5405.380136,-5405.380136,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g16815.t1.Gain.Vert.Bar,-3800.333137,-3800.333133,-3800.333171,-3800.333133,2,-3800.333157,-3800.333134,-3800.333147,-3800.333134,2,1.0,1.0,1.0,1.0,-1.99999976757681e-06,1.0
chr13_g17010.t1.Gain.Vert.Bar,-745.022451,-745.022526,-745.022442,-745.022442,3,-745.022442,-745.022547,-745.022442,-745.022442,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g17019.t1.Gain.Vert.Bar,-3072.877339,-3072.877338,-3072.877339,-3072.877338,2,-3072.877338,-3072.877338,-3072.877338,-3072.877338,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g17024.t1.Gain.Vert.Bar,-2585.619145,-2585.619145,-2585.619145,-2585.619145,1,-2585.455019,-2585.455019,-2585.455019,-2585.455019,1,1.86254,1.86285,1.8626,1.86254,0.3282520000002478,0.5666901911348257
chr13_g17026.t1.Gain.Vert.Bar,-3184.676557,-3184.676557,-3184.676557,-3184.676557,1,-3184.676557,-3184.676557,-3184.676557,-3184.676557,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g17027.t1.Gain.Vert.Bar,-1906.140017,-1906.164946,-1906.164946,-1906.140017,1,-1906.164946,-1906.164946,-1906.164946,-1906.164946,1,1.0,1.0,1.0,1.0,-0.04985800000031304,1.0
chr13_g17041.t1.Gain.Vert.Bar,-1340.680739,-1340.680739,-1340.680739,-1340.680739,1,-1339.347109,-1339.347109,-1339.347109,-1339.347109,1,14.30013,14.3001,14.30014,14.30013,2.6672599999997146,0.10243223369852102
chr13_g17043.t1.Gain.Vert.Bar,-2346.016916,-2346.183294,-2346.016935,-2346.016916,1,-2346.016916,-2346.016916,-2346.183294,-2346.016916,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g17044.t1.Gain.Vert.Bar,-2761.142987,-2761.142987,-2761.142987,-2761.142987,1,-2761.012879,-2761.012879,-2761.012879,-2761.012879,1,3.84954,3.8494,3.85256,3.84954,0.2602160000005824,0.6099717987549391
chr13_g17045.t2.Gain.Vert.Bar,-8942.299683,-8942.299709,-8942.299709,-8942.299683,1,-8942.299699,-8942.299705,-8942.284845,-8942.284845,3,1.0,1.0,6.34505,6.34505,0.029675999998289626,0.8632274425108225
chr13_g17046.t1.Gain.Vert.Bar,-3256.128683,-3256.128684,-3256.123956,-3256.123956,3,-3256.123956,-3256.123955,-3256.124183,-3256.123955,2,1.0,1.0,1.0,1.0,1.99999976757681e-06,0.998871621274596
chr13_g17853.t1.Gain.Vert.Bar,-4554.383118,-4554.383118,-4554.383118,-4554.383118,1,-4553.1252,-4553.1252,-4553.1252,-4553.1252,1,4.57399,4.57401,4.574,4.57399,2.5158359999986715,0.1127078479088589
chr13_g18019.t1.Gain.Vert.Bar,-4454.801137,-4454.801137,-4454.801137,-4454.801137,1,-4454.107914,-4454.107914,-4454.107914,-4454.107914,1,50.49716,50.4971,50.49712,50.49716,1.3864460000004328,0.23900620319638685
chr13_g18100.t1.Gain.Vert.Bar,-5316.803647,-5316.803646,-5316.803647,-5316.803646,2,-5316.803647,-5316.803647,-5316.803647,-5316.803647,1,1.0,1.0,1.0,1.0,-1.999998858082108e-06,1.0
chr13_g18101.t1.Gain.Vert.Bar,-1774.271282,-1774.271282,-1774.271282,-1774.271282,1,-1774.271578,-1774.271282,-1774.271282,-1774.271282,2,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18102.t1.Gain.Vert.Bar,-1993.068212,-1993.068212,-1993.068212,-1993.068212,1,-1992.686371,-1992.686371,-1992.686371,-1992.686371,1,5.75161,5.75173,5.7517,5.75161,0.7636819999997897,0.382178700824211
chr13_g18103.t1.Gain.Vert.Bar,-3638.018638,-3638.018638,-3638.018638,-3638.018638,1,-3638.013443,-3638.013443,-3638.013442,-3638.013442,3,1.37769,1.37774,1.38014,1.38014,0.010392000000138069,0.9188033795627445
chr13_g18105.t1.Gain.Vert.Bar,-2079.773087,-2079.773087,-2079.773087,-2079.773087,1,-2079.773087,-2079.773087,-2079.773087,-2079.773087,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18111.t1.Gain.Vert.Bar,-2490.022269,-2490.022269,-2490.022326,-2490.022269,1,-2490.022295,-2490.022271,-2489.205497,-2489.205497,3,1.0,1.0,29.93479,29.93479,1.6335440000002563,0.20121356348927422
chr13_g18113.t1.Gain.Vert.Bar,-2363.473224,-2363.473223,-2363.473382,-2363.473223,2,-2363.473223,-2363.473224,-2363.473223,-2363.473223,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18114.t1.Gain.Vert.Bar,-2247.907405,-2247.907405,-2247.907405,-2247.907405,1,-2247.907405,-2247.907405,-2247.907405,-2247.907405,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18122.t1.Gain.Vert.Bar,-2408.156463,-2408.156462,-2408.156462,-2408.156462,2,-2408.156462,-2408.156462,-2408.156462,-2408.156462,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18123.t1.Gain.Vert.Bar,-2224.806689,-2224.806689,-2224.806689,-2224.806689,1,-2224.806689,-2224.806689,-2224.806689,-2224.806689,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g18124.t1.Gain.Vert.Bar,-673.38029,-673.380291,-673.38029,-673.38029,1,-673.38029,-673.38029,-673.38029,-673.38029,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g1863.t1.Gain.Vert.Bar,-8332.765906,-8332.765905,-8332.7659,-8332.7659,3,-8332.541122,-8332.541126,-8332.541127,-8332.541122,1,2.46258,2.46508,2.46281,2.46258,0.44955599999957485,0.5025458783116612
chr13_g1864.t1.Gain.Vert.Bar,-4793.216746,-4793.226852,-4793.216818,-4793.216746,1,-4793.216744,-4793.216746,-4793.216746,-4793.216744,1,1.0,1.0,1.0,1.0,3.99999953515362e-06,0.998404232034963
chr13_g1866.t1.Gain.Vert.Bar,-763.442832,-763.442832,-763.442832,-763.442832,1,-763.442832,-763.442832,-763.442832,-763.442832,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19252.t1.Gain.Vert.Bar,-1880.475044,-1880.475044,-1880.475103,-1880.475044,1,-1880.475384,-1880.475044,-1880.475044,-1880.475044,2,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19253.t1.Gain.Vert.Bar,-3317.671941,-3317.672502,-3317.671941,-3317.671941,1,-3317.67248,-3317.672474,-3317.671941,-3317.671941,3,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19258.t1.Gain.Vert.Bar,-1060.157256,-1060.15736,-1060.157326,-1060.157256,1,-1059.133424,-1059.133387,-1059.133346,-1059.133346,3,3.54488,3.54488,3.54487,3.54487,2.047819999999774,0.15242430704180307
chr13_g19260.t1.Gain.Vert.Bar,-3183.415356,-3183.415356,-3183.415356,-3183.415356,1,-3182.437163,-3182.437163,-3182.437163,-3182.437163,1,17.83239,17.83227,17.83212,17.83239,1.9563859999998385,0.16190035719726398
chr13_g19261.t1.Gain.Vert.Bar,-1098.56861,-1098.56861,-1098.56861,-1098.56861,1,-1098.56861,-1098.56861,-1098.56861,-1098.56861,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19263.t1.Gain.Vert.Bar,-2792.055038,-2792.055038,-2792.055038,-2792.055038,1,-2792.055038,-2792.055038,-2792.055038,-2792.055038,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19264.t1.Gain.Vert.Bar,-5882.931869,-5882.931869,-5882.931869,-5882.931869,1,-5882.931868,-5882.931868,-5882.931869,-5882.931868,1,1.0,1.0,1.0,1.0,2.0000006770715117e-06,0.9988716210180326
chr13_g19271.t1.Gain.Vert.Bar,-1059.8528,-1059.8528,-1059.8528,-1059.8528,1,-1059.749236,-1059.749256,-1059.749237,-1059.749236,1,14.66145,14.67164,14.6618,14.66145,0.20712799999955678,0.6490278217050025
chr13_g19272.t1.Gain.Vert.Bar,-1363.893338,-1363.893365,-1363.893338,-1363.893338,1,-1363.893338,-1363.893599,-1363.893338,-1363.893338,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19274.t1.Gain.Vert.Bar,-2407.202296,-2407.202296,-2407.202296,-2407.202296,1,-2407.202296,-2407.202296,-2407.202296,-2407.202296,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19275.t1.Gain.Vert.Bar,-5043.982302,-5043.98227,-5043.98227,-5043.98227,2,-5043.943851,-5043.943853,-5043.943853,-5043.943851,1,1.85671,1.85717,1.85716,1.85671,0.07683800000086194,0.781629087935207
chr13_g19277.t1.Gain.Vert.Bar,-3697.389037,-3697.388443,-3697.388443,-3697.388443,2,-3697.388443,-3697.388487,-3697.388443,-3697.388443,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g19279.t1.Gain.Vert.Bar,-2856.862991,-2856.862992,-2856.862991,-2856.862991,1,-2856.860704,-2856.860703,-2856.860704,-2856.860703,2,1.16848,1.16822,1.16846,1.16822,0.004576000000270142,0.9460673265951035
chr13_g1978.t1.Gain.Vert.Bar,-895.540166,-895.540166,-895.540166,-895.540166,1,-895.540166,-895.540166,-895.540166,-895.540166,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g1980.t1.Gain.Vert.Bar,-3201.96357,-3201.96357,-3201.96357,-3201.96357,1,-3198.692331,-3198.692331,-3198.692331,-3198.692331,1,15.49363,15.49363,15.49345,15.49363,6.542477999999392,0.010532853443798071
chr13_g1981.t1.Gain.Vert.Bar,-6905.273394,-6905.273394,-6905.273394,-6905.273394,1,-6903.319491,-6903.319491,-6903.319491,-6903.319491,1,7.98257,7.98231,7.98229,7.98257,3.9078059999992547,0.04806230369469833
chr13_g1982.t1.Gain.Vert.Bar,-3464.277818,-3464.277819,-3464.277871,-3464.277818,1,-3464.277819,-3464.277818,-3464.277818,-3464.277818,2,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g1985.t1.Gain.Vert.Bar,-3935.119086,-3935.119086,-3935.119086,-3935.119086,1,-3935.119086,-3935.119086,-3935.119086,-3935.119086,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g1986.t1.Gain.Vert.Bar,-2196.392145,-2196.392122,-2196.392122,-2196.392122,2,-2196.392122,-2196.392122,-2196.392122,-2196.392122,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g20143.t1.Gain.Vert.Bar,-2872.085058,-2872.085058,-2872.085058,-2872.085058,1,-2869.528227,-2869.528227,-2869.528265,-2869.528227,1,12.3422,12.3426,12.34258,12.3422,5.113662000000659,0.023738164509306426
chr13_g20144.t1.Gain.Vert.Bar,-6423.976368,-6423.976368,-6423.976615,-6423.976368,1,-6423.976368,-6423.976368,-6423.976367,-6423.976367,3,1.0,1.0,1.0,1.0,1.999998858082108e-06,0.9988716215311596
chr13_g20147.t1.Gain.Vert.Bar,-1985.168125,-1985.168125,-1985.168125,-1985.168125,1,-1985.168125,-1985.168125,-1985.168125,-1985.168125,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g20149.t1.Gain.Vert.Bar,-1294.067225,-1294.067225,-1294.067225,-1294.067225,1,-1294.067225,-1294.06723,-1294.067225,-1294.067225,1,1.0,1.0,1.0,1.0,0.0,1.0
chr13_g20151.t1.Gain.Vert.Bar,-836.934196,-836.934196,-836.934196,-836.934196,1,-832.615584,-832.615584,-832.615584,-832.615584,1,66.04667,66.04637,66.0464,66.04667,8.63722400000006,0.003293629140904152
chr13_g20153.t1.Gain.Vert.Bar,-3838.067274,-3838.067274,-3838.067274,-3838.067274,1,-3838.067274,-3838.067274,-3838.067274,-3838.067274,1,1.0,1.0,1.0,1.0,0.0,1.0
